Manufacturer,Model Number,Blank,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side,ISC_Rear,Prear_max
Topsun,TS-S393,,393,343.7,Mono-c-Si,2.564,96,1,N,8.46,59.67,7.96,49.42,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S393SA1,,393,348.4,Mono-c-Si,2.564,96,1,N,8.69,59.56,8.23,47.76,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S393SA1K,,393,360,Mono-c-Si,2.564,96,1,N,8.69,59.56,8.23,47.76,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S393TA1,,393,345.2,Mono-c-Si,2.564,96,1,N,8.69,59.56,8.23,47.76,48.4,-0.49758,0.01008,-0.37345,1.308,1.96,0,0
Topsun,TS-S393VA1,,393,348.2,Mono-c-Si,2.564,96,1,N,8.69,59.56,8.23,47.76,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M394JA1,,394,352.4,Multi-c-Si,2.564,96,1,N,8.54,60.75,8.04,49.01,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-M394NA1,,394,351.4,Multi-c-Si,2.564,96,1,N,8.54,60.75,8.04,49.01,48.7,-0.43641,0.02492,-0.34287,1.308,1.96,0,0
Topsun,TS-S394,,394,344.6,Mono-c-Si,2.564,96,1,N,8.48,59.69,7.97,49.47,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S394SA1,,394,349.4,Mono-c-Si,2.564,96,1,N,8.71,59.57,8.24,47.82,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S394SA1K,,394,361,Mono-c-Si,2.564,96,1,N,8.71,59.57,8.24,47.82,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S394TA1,,394,346.1,Mono-c-Si,2.564,96,1,N,8.71,59.57,8.24,47.82,48.4,-0.49758,0.01008,-0.37345,1.308,1.96,0,0
Topsun,TS-S394VA1,,394,349.1,Mono-c-Si,2.564,96,1,N,8.71,59.57,8.24,47.82,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M395JA1,,395,353.3,Multi-c-Si,2.564,96,1,N,8.55,60.83,8.05,49.07,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-M395NA1,,395,352.4,Multi-c-Si,2.564,96,1,N,8.55,60.83,8.05,49.07,48.7,-0.43641,0.02492,-0.34287,1.308,1.96,0,0
Topsun,TS-S395,,395,345.5,Mono-c-Si,2.564,96,1,N,8.49,59.71,7.98,49.53,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S395SA1,,395,350.3,Mono-c-Si,2.564,96,1,N,8.73,59.6,8.26,47.83,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S395SA1K,,395,361.9,Mono-c-Si,2.564,96,1,N,8.73,59.6,8.26,47.83,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S395TA1,,395,342.8,Mono-c-Si,2.564,96,1,N,8.73,59.6,8.26,47.83,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S395VA1,,395,350,Mono-c-Si,2.564,96,1,N,8.73,59.6,8.26,47.83,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M396JA1,,396,354.2,Multi-c-Si,2.564,96,1,N,8.56,60.92,8.06,49.14,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-M396NA1,,396,353.3,Multi-c-Si,2.564,96,1,N,8.56,60.92,8.06,49.14,48.7,-0.43641,0.02492,-0.34287,1.308,1.96,0,0
Topsun,TS-S396,,396,346.4,Mono-c-Si,2.564,96,1,N,8.5,59.77,7.99,49.58,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S396SA1,,396,351.2,Mono-c-Si,2.564,96,1,N,8.74,59.67,8.27,47.89,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S396SA1K,,396,362.9,Mono-c-Si,2.564,96,1,N,8.74,59.67,8.27,47.89,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S396TA1,,396,343.7,Mono-c-Si,2.564,96,1,N,8.74,59.67,8.27,47.89,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S396VA1,,396,350.9,Mono-c-Si,2.564,96,1,N,8.74,59.67,8.27,47.89,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M397JA1,,397,355.1,Multi-c-Si,2.564,96,1,N,8.58,60.93,8.08,49.14,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-M397NA1,,397,354.2,Multi-c-Si,2.564,96,1,N,8.58,60.93,8.08,49.14,48.7,-0.43641,0.02492,-0.34287,1.308,1.96,0,0
Topsun,TS-S397,,397,347.3,Mono-c-Si,2.564,96,1,N,8.52,59.83,8,49.63,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S397SA1,,397,352.1,Mono-c-Si,2.564,96,1,N,8.76,59.66,8.29,47.89,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S397SA1K,,397,363.8,Mono-c-Si,2.564,96,1,N,8.76,59.66,8.29,47.89,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S397TA1,,397,344.6,Mono-c-Si,2.564,96,1,N,8.76,59.66,8.29,47.89,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S397VA1,,397,351.8,Mono-c-Si,2.564,96,1,N,8.76,59.66,8.29,47.89,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M398JA1,,398,356,Multi-c-Si,2.564,96,1,N,8.59,61,8.09,49.2,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-M398NA1,,398,355.1,Multi-c-Si,2.564,96,1,N,8.59,61,8.09,49.2,48.7,-0.43641,0.02492,-0.34287,1.308,1.96,0,0
Topsun,TS-S398,,398,348.2,Mono-c-Si,2.564,96,1,N,8.53,59.88,8.02,49.68,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S398SA1,,398,353,Mono-c-Si,2.564,96,1,N,8.77,59.76,8.31,47.9,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S398SA1K,,398,364.7,Mono-c-Si,2.564,96,1,N,8.77,59.76,8.31,47.9,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S398TA1,,398,345.5,Mono-c-Si,2.564,96,1,N,8.77,59.76,8.31,47.9,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S398VA1,,398,352.8,Mono-c-Si,2.564,96,1,N,8.77,59.76,8.31,47.9,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M399JA1,,399,357,Multi-c-Si,2.564,96,1,N,8.61,61.01,8.11,49.2,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-M399NA1,,399,356,Multi-c-Si,2.564,96,1,N,8.61,61.01,8.11,49.2,48.7,-0.43641,0.02492,-0.34287,1.308,1.96,0,0
Topsun,TS-S399,,399,349.1,Mono-c-Si,2.564,96,1,N,8.55,59.94,8.03,49.73,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S399SA1,,399,353.9,Mono-c-Si,2.564,96,1,N,8.79,59.78,8.32,47.96,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S399SA1K,,399,365.7,Mono-c-Si,2.564,96,1,N,8.79,59.78,8.32,47.96,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S399TA1,,399,346.4,Mono-c-Si,2.564,96,1,N,8.79,59.78,8.32,47.96,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S399VA1,,399,353.7,Mono-c-Si,2.564,96,1,N,8.79,59.78,8.32,47.96,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M400JA1,,400,357.9,Multi-c-Si,2.564,96,1,N,8.62,61.1,8.12,49.27,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S400,,400,350,Mono-c-Si,2.564,96,1,N,8.56,60,8.04,49.78,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S400SA1,,400,354.9,Mono-c-Si,2.564,96,1,N,8.8,59.85,8.33,48.02,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S400SA1K,,400,366.6,Mono-c-Si,2.564,96,1,N,8.8,59.85,8.33,48.02,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S400TA1,,400,347.3,Mono-c-Si,2.564,96,1,N,8.8,59.85,8.33,48.02,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S400VA1,,400,354.6,Mono-c-Si,2.564,96,1,N,8.8,59.85,8.33,48.02,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M401JA1,,401,358.8,Multi-c-Si,2.564,96,1,N,8.63,61.18,8.13,49.33,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S401,,401,350.9,Mono-c-Si,2.564,96,1,N,8.58,60.08,8.05,49.84,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S401SA1,,401,355.8,Mono-c-Si,2.564,96,1,N,8.81,59.94,8.34,48.09,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S401SA1K,,401,367.5,Mono-c-Si,2.564,96,1,N,8.81,59.94,8.34,48.09,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S401TA1,,401,348.2,Mono-c-Si,2.564,96,1,N,8.81,59.94,8.34,48.09,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S401VA1,,401,355.5,Mono-c-Si,2.564,96,1,N,8.81,59.94,8.34,48.09,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M402JA1,,402,359.7,Multi-c-Si,2.564,96,1,N,8.65,61.19,8.15,49.33,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S402,,402,351.8,Mono-c-Si,2.564,96,1,N,8.6,60.15,8.06,49.89,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S402SA1,,402,356.7,Mono-c-Si,2.564,96,1,N,8.82,60,8.36,48.09,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S402SA1K,,402,368.5,Mono-c-Si,2.564,96,1,N,8.82,60,8.36,48.09,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S402TA1,,402,349.1,Mono-c-Si,2.564,96,1,N,8.82,60,8.36,48.09,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S402VA1,,402,356.4,Mono-c-Si,2.564,96,1,N,8.82,60,8.36,48.09,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M403JA1,,403,360.6,Multi-c-Si,2.564,96,1,N,8.66,61.27,8.16,49.39,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S403,,403,352.7,Mono-c-Si,2.564,96,1,N,8.62,60.23,8.08,49.95,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S403SA1,,403,357.6,Mono-c-Si,2.564,96,1,N,8.84,60.04,8.37,48.15,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S403SA1K,,403,369.4,Mono-c-Si,2.564,96,1,N,8.84,60.04,8.37,48.15,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S403TA1,,403,350,Mono-c-Si,2.564,96,1,N,8.84,60.04,8.37,48.15,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S403VA1,,403,357.3,Mono-c-Si,2.564,96,1,N,8.84,60.04,8.37,48.15,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M404JA1,,404,361.6,Multi-c-Si,2.564,96,1,N,8.68,61.28,8.17,49.45,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S404,,404,353.6,Mono-c-Si,2.564,96,1,N,8.64,60.3,8.09,50,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S404SA1,,404,358.5,Mono-c-Si,2.564,96,1,N,8.85,60.12,8.38,48.22,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S404SA1K,,404,370.4,Mono-c-Si,2.564,96,1,N,8.85,60.12,8.38,48.22,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S404TA1,,404,350.9,Mono-c-Si,2.564,96,1,N,8.85,60.12,8.38,48.22,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S404VA1,,404,358.3,Mono-c-Si,2.564,96,1,N,8.85,60.12,8.38,48.22,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M405JA1,,405,362.5,Multi-c-Si,2.564,96,1,N,8.69,61.36,8.19,49.45,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S405,,405,354.5,Mono-c-Si,2.564,96,1,N,8.66,60.38,8.1,50.06,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S405SA1,,405,359.4,Mono-c-Si,2.564,96,1,N,8.86,60.19,8.39,48.28,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S405SA1K,,405,371.3,Mono-c-Si,2.564,96,1,N,8.86,60.19,8.39,48.28,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S405TA1,,405,351.8,Mono-c-Si,2.564,96,1,N,8.86,60.19,8.39,48.28,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S405VA1,,405,359.2,Mono-c-Si,2.564,96,1,N,8.86,60.19,8.39,48.28,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M406JA1,,406,363.4,Multi-c-Si,2.564,96,1,N,8.7,61.45,8.2,49.52,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S406,,406,355.4,Mono-c-Si,2.564,96,1,N,8.68,60.52,8.11,50.11,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S406SA1,,406,360.3,Mono-c-Si,2.564,96,1,N,8.88,60.2,8.41,48.28,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S406SA1K,,406,372.2,Mono-c-Si,2.564,96,1,N,8.88,60.2,8.41,48.28,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S406TA1,,406,352.7,Mono-c-Si,2.564,96,1,N,8.88,60.2,8.41,48.28,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S406VA1,,406,360.1,Mono-c-Si,2.564,96,1,N,8.88,60.2,8.41,48.28,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M407JA1,,407,364.3,Multi-c-Si,2.564,96,1,N,8.72,61.46,8.22,49.52,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S407,,407,356.4,Mono-c-Si,2.564,96,1,N,8.7,60.65,8.12,50.16,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S407SA1,,407,361.3,Mono-c-Si,2.564,96,1,N,8.89,60.28,8.43,48.29,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S407SA1K,,407,373.2,Mono-c-Si,2.564,96,1,N,8.89,60.28,8.43,48.29,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S407TA1,,407,353.6,Mono-c-Si,2.564,96,1,N,8.89,60.28,8.43,48.29,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S407VA1,,407,361,Mono-c-Si,2.564,96,1,N,8.89,60.28,8.43,48.29,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M408JA1,,408,365.3,Multi-c-Si,2.564,96,1,N,8.73,61.54,8.23,49.58,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S408,,408,357.3,Mono-c-Si,2.564,96,1,N,8.73,60.79,8.13,50.22,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S408SA1,,408,362.2,Mono-c-Si,2.564,96,1,N,8.91,60.3,8.44,48.35,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S408SA1K,,408,374.1,Mono-c-Si,2.564,96,1,N,8.91,60.3,8.44,48.35,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S408TA1,,408,354.5,Mono-c-Si,2.564,96,1,N,8.91,60.3,8.44,48.35,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S408VA1,,408,361.9,Mono-c-Si,2.564,96,1,N,8.91,60.3,8.44,48.35,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M409JA1,,409,366.2,Multi-c-Si,2.564,96,1,N,8.75,61.54,8.25,49.58,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S409,,409,358.2,Mono-c-Si,2.564,96,1,N,8.75,60.92,8.14,50.27,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S409SA1,,409,363.1,Mono-c-Si,2.564,96,1,N,8.93,60.31,8.45,48.41,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S409SA1K,,409,375.1,Mono-c-Si,2.564,96,1,N,8.93,60.31,8.45,48.41,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S409TA1,,409,355.4,Mono-c-Si,2.564,96,1,N,8.93,60.31,8.45,48.41,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S409VA1,,409,362.8,Mono-c-Si,2.564,96,1,N,8.93,60.31,8.45,48.41,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M410JA1,,410,367.1,Multi-c-Si,2.564,96,1,N,8.76,61.62,8.26,49.64,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S410,,410,359.1,Mono-c-Si,2.564,96,1,N,8.77,61.06,8.15,50.32,47.7,-0.52911,0.044,-0.36779,1.308,1.96,0,0
Topsun,TS-S410SA1,,410,364,Mono-c-Si,2.564,96,1,N,8.95,60.32,8.47,48.41,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S410SA1K,,410,376,Mono-c-Si,2.564,96,1,N,8.95,60.32,8.47,48.41,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S410TA1,,410,356.3,Mono-c-Si,2.564,96,1,N,8.95,60.32,8.47,48.41,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S410VA1,,410,363.7,Mono-c-Si,2.564,96,1,N,8.95,60.32,8.47,48.41,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M411JA1,,411,368,Multi-c-Si,2.564,96,1,N,8.77,61.7,8.27,49.7,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S411SA1,,411,364.9,Mono-c-Si,2.564,96,1,N,8.97,60.33,8.49,48.41,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S411SA1K,,411,376.9,Mono-c-Si,2.564,96,1,N,8.97,60.33,8.49,48.41,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S411TA1,,411,357.2,Mono-c-Si,2.564,96,1,N,8.97,60.33,8.49,48.41,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S411VA1,,411,364.7,Mono-c-Si,2.564,96,1,N,8.97,60.33,8.49,48.41,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M412JA1,,412,368.9,Multi-c-Si,2.564,96,1,N,8.79,61.71,8.29,49.7,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S412SA1,,412,365.9,Mono-c-Si,2.564,96,1,N,8.99,60.35,8.51,48.42,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S412SA1K,,412,377.9,Mono-c-Si,2.564,96,1,N,8.99,60.35,8.51,48.42,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S412TA1,,412,358.1,Mono-c-Si,2.564,96,1,N,8.99,60.35,8.51,48.42,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S412VA1,,412,365.6,Mono-c-Si,2.564,96,1,N,8.99,60.35,8.51,48.42,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M413JA1,,413,369.9,Multi-c-Si,2.564,96,1,N,8.8,61.79,8.3,49.76,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S413SA1,,413,366.8,Mono-c-Si,2.564,96,1,N,9.01,60.36,8.53,48.42,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S413SA1K,,413,378.8,Mono-c-Si,2.564,96,1,N,9.01,60.36,8.53,48.42,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S413TA1,,413,359,Mono-c-Si,2.564,96,1,N,9.01,60.36,8.53,48.42,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S413VA1,,413,366.5,Mono-c-Si,2.564,96,1,N,9.01,60.36,8.53,48.42,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M414JA1,,414,370.8,Multi-c-Si,2.564,96,1,N,8.82,61.8,8.32,49.76,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S414SA1,,414,367.7,Mono-c-Si,2.564,96,1,N,9.02,60.44,8.55,48.43,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S414SA1K,,414,379.8,Mono-c-Si,2.564,96,1,N,9.02,60.44,8.55,48.43,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S414TA1,,414,359.9,Mono-c-Si,2.564,96,1,N,9.02,60.44,8.55,48.43,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S414VA1,,414,367.4,Mono-c-Si,2.564,96,1,N,9.02,60.44,8.55,48.43,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M415JA1,,415,371.7,Multi-c-Si,2.564,96,1,N,8.83,61.88,8.33,49.82,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S415SA1,,415,368.6,Mono-c-Si,2.564,96,1,N,9.04,60.45,8.56,48.49,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S415SA1K,,415,380.7,Mono-c-Si,2.564,96,1,N,9.04,60.45,8.56,48.49,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S415TA1,,415,360.8,Mono-c-Si,2.564,96,1,N,9.04,60.45,8.56,48.49,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S415VA1,,415,368.3,Mono-c-Si,2.564,96,1,N,9.04,60.45,8.56,48.49,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M416JA1,,416,372.6,Multi-c-Si,2.564,96,1,N,8.84,61.96,8.34,49.88,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S416SA1,,416,369.5,Mono-c-Si,2.564,96,1,N,9.05,60.52,8.57,48.55,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S416SA1K,,416,381.6,Mono-c-Si,2.564,96,1,N,9.05,60.52,8.57,48.55,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S416TA1,,416,361.7,Mono-c-Si,2.564,96,1,N,9.05,60.52,8.57,48.55,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S416VA1,,416,369.2,Mono-c-Si,2.564,96,1,N,9.05,60.52,8.57,48.55,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M417JA1,,417,373.6,Multi-c-Si,2.564,96,1,N,8.86,61.96,8.36,49.88,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S417SA1,,417,370.4,Mono-c-Si,2.564,96,1,N,9.07,60.54,8.58,48.61,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S417SA1K,,417,382.6,Mono-c-Si,2.564,96,1,N,9.07,60.54,8.58,48.61,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S417TA1,,417,362.6,Mono-c-Si,2.564,96,1,N,9.07,60.54,8.58,48.61,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S417VA1,,417,370.2,Mono-c-Si,2.564,96,1,N,9.07,60.54,8.58,48.61,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M418JA1,,418,374.5,Multi-c-Si,2.564,96,1,N,8.88,61.98,8.38,49.89,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S418SA1,,418,371.4,Mono-c-Si,2.564,96,1,N,9.09,60.55,8.59,48.67,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S418SA1K,,418,383.5,Mono-c-Si,2.564,96,1,N,9.09,60.55,8.59,48.67,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S418TA1,,418,363.5,Mono-c-Si,2.564,96,1,N,9.09,60.55,8.59,48.67,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-S418VA1,,418,371.1,Mono-c-Si,2.564,96,1,N,9.09,60.55,8.59,48.67,50,-0.4366,0.0396,-0.3281,1.308,1.96,0,0
Topsun,TS-M419JA1,,419,375.4,Multi-c-Si,2.564,96,1,N,8.9,61.99,8.4,49.89,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S419SA1,,419,372.3,Mono-c-Si,2.564,96,1,N,9.11,60.56,8.61,48.67,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S419SA1K,,419,384.5,Mono-c-Si,2.564,96,1,N,9.11,60.56,8.61,48.67,43.2,-0.44,0.05,-0.33,1.308,1.96,0,0
Topsun,TS-S419TA1,,419,364.4,Mono-c-Si,2.564,96,1,N,9.11,60.56,8.61,48.67,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
Topsun,TS-M420JA1,,420,376.3,Multi-c-Si,2.564,96,1,N,8.91,62.06,8.41,49.94,50,-0.405,0.0526,-0.3094,1.308,1.96,0,0
Topsun,TS-S420SA1,,420,373.2,Mono-c-Si,2.564,96,1,N,9.12,60.65,8.62,48.73,48.3,-0.46554,0.01044,-0.36359,1.308,1.96,0,0
Topsun,TS-S420TA1,,420,365.4,Mono-c-Si,2.564,96,1,N,9.12,60.65,8.62,48.73,51.4,-0.48,0.05,-0.36,1.308,1.96,0,0
