City Name,Latitude,Longitude,Country
Maria da Fe,-22.3078,-45.375,Brazil
Gurinhem,-7.1239,-35.4239,Brazil
Sher,26.3422,84.621,India
Tamm,48.9167,9.1167,Germany
Bebra,50.9711,9.7903,Germany
Suluktu,39.94,69.56,Kyrgyzstan
Sahalanona,-22.05,47.6167,Madagascar
Lukoyanov,55.0333,44.4833,Russia
Balua,26.3272,87.6231,India
Tempio Pausania,40.9015,9.1044,Italy
Hoa Thuong,21.6472,105.8278,Vietnam
Astolfo Dutra,-21.315,-42.8619,Brazil
Kaluvaya,14.5117,79.4101,India
Lich,50.5217,8.8208,Germany
Saghar Sultanpur,26.1583,84.757,India
Antanambaobe,-16.25,49.6667,Madagascar
Rio Azul,-25.7328,-50.7958,Brazil
Luling,29.9008,-90.3523,United States
Mahatsinjony,-21.4167,47.2,Madagascar
Tibasosa,5.8333,-72.9667,Colombia
East Wenatchee,47.4174,-120.2822,United States
Elizabethton,36.3367,-82.237,United States
Tola Khadda,26.7396,84.5014,India
Kalkar,51.7389,6.2925,Germany
Alvorada D'Oeste,-11.3417,-62.2861,Brazil
Italva,-21.4208,-41.6908,Brazil
Santiago de Anaya,20.3844,-98.9647,Mexico
Golub-Dobrzyn,53.1,19.05,Poland
El Guetar,34.3372,8.9528,Tunisia
Rampur Shamchand,25.5664,85.3289,India
Mjolby,58.3333,15.1167,Sweden
Lomas de Sargentillo,-1.8833,-80.0833,Ecuador
Xexeu,-8.8019,-35.6269,Brazil
Damalcheruvu,13.4833,79.05,India
Zazafotsy,-22.2,46.35,Madagascar
Bamble,59.0197,9.5608,Norway
Sint-Gillis-bij-Dendermonde,51.0189,4.1058,Belgium
Zhipingxiang,35.2949,105.6157,China
Aracatu,-14.4278,-41.4619,Brazil
Gudikallu,15.7441,77.476,India
Villacidro,39.4578,8.7424,Italy
Galmi,13.966,5.675,Niger
Ambohimitombo,-20.7167,47.4333,Madagascar
Kivertsi,50.8331,25.4614,Ukraine
Shitab Diara,25.7563,84.6133,India
Gouveia,40.5,-7.6,Portugal
Sarezzo,45.65,10.2,Italy
Dryden,42.4786,-76.3564,United States
Mbini,1.5833,9.6167,Equatorial Guinea
St. Clair,42.7833,-82.35,Canada
McFarland,35.6781,-119.2413,United States
Adh Dhakhirah,25.7347,51.5475,Qatar
Petrovske,48.2833,38.8833,Ukraine
Gondalga,17.5097,80.1594,India
Talwat,31.2883,-7.2372,Morocco
Akropong,5.9742,-0.0881,Ghana
Meckenbeuren,47.7,9.5625,Germany
Mignoure,7.4833,-6.7833,C̫te d'Ivoire
Bang Racham,14.9,100.3167,Thailand
Latham,42.7427,-73.7497,United States
Moudjbara,34.5037,3.4704,Algeria
Kovilur,12.5537,78.9168,India
Frunze,40.1267,71.7236,Kyrgyzstan
Enghien,50.7,4.0333,Belgium
Casatenovo,45.6983,9.3117,Italy
Andalgala,-27.6,-66.3167,Argentina
Allouez,44.4721,-88.0259,United States
Xikou,23.5947,120.3948,Taiwan
Ambatomarina,-20.5833,47.0167,Madagascar
Marokarima,-21.2167,48.1333,Madagascar
Oberhaching,48.0167,11.5833,Germany
Montepulciano,43.1,11.7833,Italy
Amborondra,-21.9167,47.7667,Madagascar
Schmolln,50.895,12.3564,Germany
Wauconda,42.2749,-88.1359,United States
Rio de Oro,8.2917,-73.3872,Colombia
Vanono,-16.0333,49.45,Madagascar
Wanding,24.0833,98.0667,China
Gullapuram,10.0657,77.6446,India
El Carmen de Atrato,5.8983,-76.1431,Colombia
Tsarahasina,-15.7667,47.5833,Madagascar
Gekhi,43.1636,45.4725,Russia
Mor,47.3717,18.2086,Hungary
Tall Banat,36.255,42.0164,Iraq
Beylul,13.2644,42.3342,Eritrea
Huron,44.3623,-98.2094,United States
Hantsavichy,52.75,26.4333,Belarus
Muggia,45.6,13.7667,Italy
Mandalgarh,25.2,75.1,India
Antohobe,-19.7667,46.0167,Madagascar
Chumpak,41.8585,84.137,China
Brainerd,46.3553,-94.1983,United States
New Ulm,44.312,-94.4685,United States
Famenin,35.1142,48.9717,Iran
Kamituga,-3.06,28.18,Congo (Kinshasa)
Shandiz,36.3953,59.2964,Iran
Shofirkon Shahri,40.1167,64.5,Uzbekistan
La Entrada,15.05,-88.7333,Honduras
Itaguacu,-19.8019,-40.8558,Brazil
Kumirimora,22.6939,88.2192,India
Ambodihara,-14.75,48.9833,Madagascar
Wadlakonda,17.7736,79.575,India
Buchloe,48.0375,10.725,Germany
Chesterton,41.5997,-87.055,United States
Lariano,41.7333,12.8333,Italy
Campina da Lagoa,-24.5919,-52.7989,Brazil
Genthin,52.4,12.1667,Germany
Talata-Vohimena,-20.85,46.9667,Madagascar
Villalba,43.3,-7.6833,Spain
Bealanana,-14.55,48.7333,Madagascar
Asslar,50.5833,8.4667,Germany
Killai,11.4493,79.7668,India
Havelock North,-39.6667,176.8833,New Zealand
Erbach,49.6569,8.9931,Germany
Taiyong,26.4726,108.5105,China
Itamonte,-22.2839,-44.87,Brazil
Solhan,38.9681,41.0536,Turkey
Wood Dale,41.9668,-87.9808,United States
Biscarrosse,44.3931,-1.1639,France
Devipattinam,9.477,78.8961,India
Skoczow,49.8006,18.7883,Poland
Ambohimiera,-21.05,47.5,Madagascar
Donji Vakuf,44.15,17.4,Bosnia and Herzegovina
Iraci,-8.8078,-35.9519,Brazil
Beraketa,-24.1833,45.6833,Madagascar
Ambahita,-24,45.2667,Madagascar
Kalandy,-15.75,48.7333,Madagascar
Vieste,41.8833,16.1667,Italy
Bevato,-18.6833,46.25,Madagascar
Mahajamba,-15.7,47.1,Madagascar
Sharonville,39.2825,-84.4071,United States
Saint-Gilles,43.6778,4.4311,France
Janapadu,16.4617,79.8699,India
Thala,35.5667,8.6667,Tunisia
Tierra Amarilla,-27.4822,-70.2658,Chile
Boechout,51.15,4.4833,Belgium
Ankiliabo,-21.7,43.9,Madagascar
Mirdaul,26.2363,87.0971,India
Taphan Hin,16.2108,100.4188,Thailand
Ban Khlong,16.8353,100.232,Thailand
Montesarchio,41.0667,14.6333,Italy
San Bartolo,15.0844,-91.4558,Guatemala
Teploklyuchenka,42.5,78.525,Kyrgyzstan
Landau an der Isar,48.6667,12.6667,Germany
Marotsiraka,-24.2833,45.9833,Madagascar
Zeven,53.3,9.2833,Germany
Oostakker,51.1,3.7667,Belgium
San Rafael Las Flores,14.4814,-90.1733,Guatemala
Vatolatsaka,-23.3,44.3,Madagascar
Statte,40.5667,17.2,Italy
Forest City,28.6619,-81.4444,United States
San Pedro Pochutla,15.7476,-96.4666,Mexico
Woudenberg,52.0833,5.4167,Netherlands
Poco Branco,-5.6228,-35.6628,Brazil
Dunmore,41.4152,-75.6072,United States
Bekipay,-16.25,46.1333,Madagascar
Bhikkiwind Uttar,31.34,74.7,India
Chityal,17.2333,79.1333,India
Nachikatsuura,33.6261,135.9411,Japan
Beharona,-21.5167,44.3,Madagascar
Hilpoltstein,49.1833,11.1833,Germany
Guapo,-16.8308,-49.5319,Brazil
Marudur,10.916,78.4509,India
Sonupur,25.8,86.0253,India
Rafai,4.9731,23.9319,Central African Republic
Kurtkoti,15.3681,75.5239,India
Dhana,23.747,78.8623,India
Misano Adriatico,43.9667,12.7,Italy
Huangyadong,36.8039,113.4446,China
Weissenhorn,48.3,10.1667,Germany
Dubovka,49.05,44.8333,Russia
Gorbea,-39.1,-72.6833,Chile
Caybasi,41.0333,37.1,Turkey
Midleton,51.916,-8.175,Ireland
Khe Sanh,16.6193,106.7305,Vietnam
Tako,35.7356,140.4677,Japan
Titara,26.2311,84.2444,India
Kuraymah,18.55,31.85,Sudan
Canmore,51.089,-115.359,Canada
Kadoli,15.88,74.56,India
Lauterbach,50.6378,9.3944,Germany
Kathevaram,16.2608,80.6368,India
Nehram,39.1122,45.4611,Azerbaijan
Mahuakheraganj,29.13,78.92,India
Boyovut,40.2822,69.0183,Uzbekistan
Dueville,45.6333,11.55,Italy
Altinoluk,39.5823,26.7394,Turkey
Philippsburg,49.2333,8.45,Germany
Beesel,51.2833,6.0333,Netherlands
Aleksandrow Kujawski,52.8767,18.6936,Poland
Dhutauli,25.5274,86.625,India
Chodov,50.2414,12.7439,Czechia
Alfredo Chaves,-20.635,-40.75,Brazil
Alcanena,39.4667,-8.6667,Portugal
Wanzleben,52.0667,11.4333,Germany
Bandar-e `Asaluyeh,27.4744,52.6114,Iran
Baduriatola,24.0928,84.0895,India
East Norriton,40.1506,-75.3364,United States
Berre-l'Etang,43.4756,5.1681,France
Polavaram,17.25,81.6333,India
East Greenwich,41.6362,-71.5058,United States
Pacaembu,-21.5622,-51.2606,Brazil
Fergus Falls,46.2854,-96.0758,United States
Vilanova del Cami,41.5733,1.6381,Spain
Noyon,49.5811,2.9989,France
Salaverry,-8.2214,-78.9764,Peru
Kiskoros,46.6204,19.2838,Hungary
Toplita,46.9236,25.3458,Romania
Primeira Cruz,-2.51,-43.4378,Brazil
Hobe Sound,27.0729,-80.1425,United States
San Agustin de Guadalix,40.6781,-3.615,Spain
Petrolandia,-9.1828,-38.2689,Brazil
Spiesen-Elversberg,49.3167,7.1331,Germany
Anapurus,-3.6719,-43.1158,Brazil
Jhaua,25.625,84.5161,India
Palkur,15.4144,78.2507,India
Vedi,39.9106,44.7278,Armenia
Sesquile,5.0453,-73.7972,Colombia
Antonivka,46.6791,32.7228,Ukraine
Sugauna,26.4077,86.2174,India
Willow Grove,40.1469,-75.1174,United States
Nynashamn,58.9,17.95,Sweden
Novellara,44.85,10.7333,Italy
Red Oak,32.5212,-96.7866,United States
Tapilula,17.25,-93,Mexico
Polotitlan de la Ilustracion,20.2231,-99.8147,Mexico
Panapakkam,12.921,79.5663,India
Fagnano Olona,45.6667,8.8667,Italy
Tucacas,10.7978,-68.3175,Venezuela
Ping'anbao,40.4901,117.5973,China
Binkolo,8.95,-11.9833,Sierra Leone
Badarwas,24.9752,77.5649,India
Bahadurpur,25.4522,85.6303,India
Velanganni,10.6814,79.8508,India
Curiuva,-24.0328,-50.4578,Brazil
Gomec,39.3911,26.84,Turkey
St. James,40.8761,-73.1521,United States
Wakasa,35.5489,135.9082,Japan
Champadanga,22.8275,87.9844,India
Bheja,26.1046,86.395,India
Cho Moi,10.55,105.4,Vietnam
Olean,42.0819,-78.4321,United States
Maracai,-22.6106,-50.6672,Brazil
Hidalgo,26.109,-98.2464,United States
Moralzarzal,40.675,-3.9694,Spain
Pirallahi,40.4708,50.3217,Azerbaijan
Zhovkva,50.0667,23.9667,Ukraine
Marmeleiro,-26.1489,-53.0258,Brazil
Lorsch,49.6539,8.5675,Germany
Samorin,48.0267,17.3117,Slovakia
Brejo do Cruz,-6.3489,-37.4978,Brazil
Oulad Chikh,32.8544,-7.5386,Morocco
Toyloq Qishlog'i,39.6014,67.0908,Uzbekistan
Moberly,39.4179,-92.4364,United States
Circleville,39.6063,-82.9334,United States
Kaladgi,16.204,75.5,India
Gien,47.6981,2.625,France
Urupes,-21.2019,-49.29,Brazil
Newhaven,50.8,0.06,United Kingdom
Bihariganj,25.7341,86.9884,India
Puxinana,-7.1608,-35.9608,Brazil
Paikpar,26.0966,87.1349,India
Kamtaul,26.328,85.8238,India
Kamigori,34.8736,134.3561,Japan
Barghat,22.0306,79.7328,India
Diego de Almagro,-26.3911,-70.0458,Chile
Pitlam,18.2227,77.8238,India
Shepherdsville,37.9813,-85.7007,United States
San Prisco,41.0833,14.2833,Italy
McPherson,38.3714,-97.6605,United States
Bayt Sahur,31.7,35.2167,West Bank
Maumee,41.5696,-83.6636,United States
Karaund,25.9741,86.2343,India
Krumbach,48.25,10.3667,Germany
Littleborough,53.644,-2.098,United Kingdom
New Franklin,40.9525,-81.5838,United States
Arbaa Laaounate,32.7446,-8.1942,Morocco
Melsungen,51.1333,9.55,Germany
Sun Lakes,33.2172,-111.8695,United States
Engenheiro Beltrao,-23.7969,-52.2689,Brazil
Strada,43.5833,11.3167,Italy
Nagawaram,17.4875,78.6035,India
Frei Paulo,-10.5489,-37.5339,Brazil
Tomino,41.9833,-8.7167,Spain
Kodriva,22.5342,75.7725,India
Qiblai,38.6167,68.8333,Tajikistan
Khmis Sidi al 'Aydi,33.1228,-7.6219,Morocco
Pirnagar,25.5982,86.7178,India
Hajan,34.2989,74.6168,India
Chaoyangdicun,42.0221,118.2178,China
Hidaj,36.2547,49.1311,Iran
Plouzane,48.38,-4.6006,France
Jalihalli,16.3643,76.7813,India
San Antonio de las Vueltas,22.5167,-79.7021,Cuba
Avanhandava,-21.4608,-49.9497,Brazil
Panjgirain Kalan,30.6096,74.9143,India
Waycross,31.2108,-82.3579,United States
Bodagudipadu,14.7669,79.9797,India
Ivanec,46.2264,16.1253,Croatia
Ipanguacu,-5.4978,-36.855,Brazil
Douar Lehgagcha,32.55,-8.7167,Morocco
Lanuvio,41.6833,12.7,Italy
Cavarzere,45.137,12.0817,Italy
Higashimiyoshi,34.0368,133.9369,Japan
Zhashkiv,49.25,30.1,Ukraine
North Battleford,52.7575,-108.2861,Canada
Guape,-20.7619,-45.9178,Brazil
Corupa,-26.425,-49.2428,Brazil
Jutai,-2.7469,-66.7669,Brazil
Kauhajoki,62.4319,22.1794,Finland
Gura Humorului,47.5539,25.8892,Romania
Wanze,50.5353,5.2133,Belgium
Dongshicuo,23.7021,120.2556,Taiwan
Hatoyama,35.9815,139.3341,Japan
Paruchuru,15.9667,80.2667,India
Wommelgem,51.2,4.5167,Belgium
Luozi,-4.948,14.133,Congo (Kinshasa)
Jinmingsi,38.0512,110.2869,China
Ettenheim,48.2556,7.8119,Germany
Avenal,36.0311,-120.1162,United States
Miami Springs,25.8195,-80.2894,United States
Clemencia,10.5833,-75.3333,Colombia
Powell,40.1689,-83.0829,United States
Arroio dos Ratos,-30.0769,-51.7289,Brazil
Santo Augusto,-27.8508,-53.7769,Brazil
Casinhas,-7.7411,-35.7211,Brazil
Gaesti,44.7194,25.3197,Romania
Lower Moreland,40.1346,-75.0542,United States
Zhongliao,23.9039,120.7819,Taiwan
Hassfurt,50.0167,10.5,Germany
Toulal,32.3036,-3.9861,Morocco
Zabreh,49.8826,16.8723,Czechia
Mangalapuram,11.5667,78.3788,India
Cabo Verde,-21.4719,-46.3958,Brazil
Sant'Angelo Lodigiano,45.2389,9.4097,Italy
Oosterzele,50.95,3.8,Belgium
Canals,38.9611,-0.585,Spain
Wayland,42.3586,-71.3594,United States
Helensburgh,56.0166,-4.7333,United Kingdom
Hammam el Rhezez,36.89,11.12,Tunisia
Ban Tha Luang Lang,12.6376,102.0884,Thailand
Arcozelo,41.0555,-8.6395,Portugal
Dhubaria,24.0044,89.8484,Bangladesh
Couvin,50.05,4.4833,Belgium
Margraten,50.8167,5.8167,Netherlands
Grunberg,50.6,8.95,Germany
West Lealman,27.8192,-82.7384,United States
Konaje,12.8162,74.9021,India
San Pietro Vernotico,40.4833,18.05,Italy
Ajjampur,13.7279,76.0068,India
Uruana,-15.4978,-49.6878,Brazil
Horodyshche,49.2925,31.4581,Ukraine
Sirugamani,10.8975,78.5142,India
Tiruppalai,9.9825,78.143,India
Pilich,25.2379,85.3483,India
Apostolove,47.6595,33.717,Ukraine
Forlimpopoli,44.1833,12.1333,Italy
Peri-Mirim,-2.5778,-44.8539,Brazil
Wells Branch,30.4433,-97.679,United States
Dammennu,17.0308,81.6861,India
Joaquim Pires,-3.5078,-42.1978,Brazil
Machados,-7.6858,-35.515,Brazil
Latisana,45.7833,13.1167,Italy
Ampasinambo,-20.5167,48,Madagascar
Sariq,37.6722,67.2375,Uzbekistan
Yamanobe,38.2891,140.2622,Japan
Granville,48.8381,-1.5869,France
Rajupalem,15.1378,79.9927,India
Aberystwyth,52.414,-4.081,United Kingdom
Achuapa,13.0536,-86.59,Nicaragua
Sauk Rapids,45.5981,-94.1538,United States
Ak-Dovurak,51.1833,90.6,Russia
Dowbaran,28.4061,54.1881,Iran
Millbury,42.1925,-71.7741,United States
Jupi,-8.7119,-36.415,Brazil
Lyaskovets,43.1,25.7167,Bulgaria
Selston,53.07,-1.3,United Kingdom
Cherry Hill Mall,39.9384,-75.0117,United States
Balha,25.5468,86.5683,India
Hochstadt an der Aisch,49.7,10.8,Germany
Bundala,31.5333,74.9833,India
Chahatpur,26.2331,87.5816,India
Jindayris,36.3947,36.6889,Syria
Ghoradal,22.0519,88.3594,India
Michendorf,52.3129,13.0292,Germany
Arzachena,41.0833,9.3833,Italy
Crispiano,40.6,17.2333,Italy
Uppada,17.0883,82.3333,India
Lezajsk,50.2667,22.4333,Poland
Gouka,8.1333,1.9667,Benin
Kings Park West,38.8151,-77.296,United States
Loganville,33.8353,-83.8958,United States
Jardin,5.5986,-75.8194,Colombia
St. Helens,45.8572,-122.8164,United States
Eichstatt,48.8919,11.1839,Germany
Atome-Avegame,7.2333,1.65,Benin
Zarghun Shahr,32.85,68.4167,Afghanistan
Beachwood,41.4759,-81.503,United States
Ampthill,52.0263,-0.4906,United Kingdom
Soller,39.7667,2.7,Spain
Teays Valley,38.4482,-81.9246,United States
Heliopolis,-10.6828,-38.2858,Brazil
Melenki,55.3333,41.65,Russia
Kadattur,12.0861,78.2926,India
Kolagallu,15.15,76.92,India
Neckargemund,49.3939,8.7975,Germany
Sarayan,33.8603,58.5217,Iran
Isagarh,24.8391,77.8827,India
Carmopolis,-10.6478,-36.9889,Brazil
Forest Hill,32.6619,-97.2662,United States
Marienheide,51.0833,7.5333,Germany
Nallajerla,16.95,81.4,India
South Sioux City,42.4627,-96.4125,United States
Nantucket,41.2831,-70.0692,United States
Curua,-1.8878,-55.1169,Brazil
Carmo de Minas,-22.1219,-45.1289,Brazil
Bellefontaine,40.3627,-83.763,United States
Amrabad,16.3833,78.8333,India
Pakra,25.3711,87.0807,India
Sansare,14.7478,-90.1158,Guatemala
Chinna Mushidivada,17.8057,83.2033,India
Verin,41.9408,-7.4358,Spain
Shodoshima,34.4798,134.3089,Japan
Kyzyl-Kyshtak,40.5444,72.7739,Kyrgyzstan
Bhulath Gharbi,31.5344,75.4953,India
Darat `Izzah,36.2828,36.8519,Syria
Rostamabad,36.8983,49.4906,Iran
Kupino,54.3667,77.3,Russia
Pierrelatte,44.3775,4.6961,France
Ponduru,18.3508,83.7567,India
Kaua Kol,24.8447,85.8867,India
Ketsch,49.3658,8.5336,Germany
Atner,21.6238,77.9152,India
Chiran,31.3783,130.4416,Japan
Torul,40.5572,39.2919,Turkey
Beeville,28.4053,-97.749,United States
Mont-Laurier,46.55,-75.5,Canada
Munchenstein,47.5167,7.6167,Switzerland
Castel San Giovanni,45.05,9.4333,Italy
`Alem T'ena,8.3,38.95,Ethiopia
Goldap,54.3161,22.3094,Poland
Uzwil,47.4369,9.1333,Switzerland
Tarumizu,31.5228,130.7594,Japan
Bad Soden-Salmunster,50.2667,9.3667,Germany
Ajas,34.3316,74.6801,India
Mata,14.0436,21.1611,Chad
Chandla,25.0715,80.1929,India
Dyykan-Kyshtak,40.51,72.78,Kyrgyzstan
Sattar,25.955,86.5828,India
Ephrata,40.1811,-76.1812,United States
Arsali,24.3754,83.5903,India
Mansidao,-10.7158,-44.0339,Brazil
Gulcho,40.3167,73.4333,Kyrgyzstan
Gosaingaon,25.3724,87.1049,India
Coldwater,41.9465,-84.9989,United States
Villas,26.5504,-81.8678,United States
Khomam,37.3892,49.6583,Iran
Biedenkopf,50.9128,8.5322,Germany
Wlodawa,51.55,23.55,Poland
Ba Chuc,10.5,104.9,Vietnam
Sampaloc,14.1625,121.6378,Philippines
Chinique,15.0411,-91.0269,Guatemala
Nurkot,32.2017,75.1186,Pakistan
Msata,-6.3362,38.385,Tanzania
Bollene,44.2803,4.7489,France
Chalette-sur-Loing,48.0117,2.7358,France
Strathmore,51.0378,-113.4003,Canada
Palmeirais,-5.9778,-43.0628,Brazil
Bandarbeyla,9.4833,50.8167,Somalia
Buttar,31.0038,75.3973,India
Filandia,4.6667,-75.6333,Colombia
Trzebnica,51.305,17.0614,Poland
San Juan La Laguna,14.7,-91.2833,Guatemala
Destin,30.395,-86.4701,United States
Alleroy,43.25,46.1333,Russia
Santa Coloma de Farnes,41.8624,2.6654,Spain
Bhachhi Asli,26.0147,86.0444,India
Schoonhoven,51.95,4.85,Netherlands
Brandermill,37.434,-77.6522,United States
Dharmaram,18.3038,79.4892,India
Bully-les-Mines,50.4419,2.7244,France
Futrono,-40.1333,-72.4,Chile
Nybro,56.7333,15.9,Sweden
Kadachchinallur,11.3686,77.8033,India
Rio Caribe,10.7008,-63.1086,Venezuela
Kotgir,18.5722,77.8243,India
Xireg,36.9257,98.4837,China
Kafr `Awan,32.4167,35.6833,Jordan
East Whiteland,40.0474,-75.5547,United States
Satoraljaujhely,48.4,21.6667,Hungary
Hunxe,51.6417,6.7672,Germany
Warrenville,41.8209,-88.1857,United States
Bondada,16.5295,81.4549,India
Carlopolis,-23.425,-49.7208,Brazil
Fallsburg,41.7391,-74.6038,United States
Saksohara,25.3635,85.7013,India
Tejutla,14.1667,-89.1,El Salvador
Genas,45.7314,5.0022,France
Solonytsivka,49.9942,36.0264,Ukraine
Sao Jose do Cedro,-26.455,-53.4939,Brazil
Camponogara,45.3833,12.0667,Italy
Sabbavaram,17.79,83.123,India
Bangawan,26.0427,87.4202,India
Mangha,23.37,98.9892,China
Andarai,-12.8069,-41.3308,Brazil
Motupe,-6.1519,-79.7142,Peru
Kawatana,33.0728,129.8613,Japan
Namin,38.4256,48.4839,Iran
Hazel Crest,41.5732,-87.6899,United States
Kollipara,16.2877,80.7519,India
Cobh,51.851,-8.2967,Ireland
Cedar Lake,41.3696,-87.4389,United States
Altos del Rosario,8.8,-74.1667,Colombia
Kuleshovka,47.0833,39.5667,Russia
Busogo,-1.5572,29.5442,Rwanda
Sao Joao do Triunfo,-25.6828,-50.2969,Brazil
Hinabangan,11.7,125.0667,Philippines
Schermbeck,51.695,6.8756,Germany
Blegny,50.6667,5.7333,Belgium
Nules,39.8525,-0.1506,Spain
Snoqualmie,47.5293,-121.8412,United States
Yongcong,26.0451,109.1327,China
Mahalpur,31.3618,76.0377,India
El Crucero,11.9894,-86.3103,Nicaragua
Tamsaout,29.5333,-8.85,Morocco
Mansapur,26.5262,86.4101,India
Konakli,36.5833,31.8833,Turkey
Saugeen Shores,44.4333,-81.3667,Canada
Beacon,41.5036,-73.9655,United States
Palmito,9.3333,-75.55,Colombia
Chanal,16.6,-92.2167,Mexico
Minneola,28.6067,-81.7322,United States
Quartucciu,39.2529,9.1762,Italy
Meruoca,-3.5419,-40.455,Brazil
Kachchippalli,11.595,77.9188,India
Raamsdonksveer,51.6833,4.8667,Netherlands
Quata,-22.2475,-50.6983,Brazil
Ban Nong Hoi,18.75,99.0167,Thailand
Pallappalaiyam,10.9951,77.0845,India
Bairo,26.0144,86.51,India
Lone Tree,39.5309,-104.8709,United States
Sirigeri,15.63,76.9,India
Ad Duraykish,34.8969,36.1346,Syria
Friesenheim,48.3731,7.8833,Germany
Kakan,26.1509,87.5674,India
Winsum,53.3312,6.5157,Netherlands
Camapua,-19.5308,-54.0439,Brazil
South Park,40.2988,-79.9944,United States
Grammichele,37.2147,14.6364,Italy
Warrensville Heights,41.4363,-81.5222,United States
Channahon,41.421,-88.2599,United States
Uarini,-2.99,-65.1078,Brazil
Jimbolia,45.7931,20.7375,Romania
Fontenay-le-Comte,46.4669,-0.8064,France
Duverge,18.38,-71.3633,Dominican Republic
Cidelandia,-5.1739,-47.7819,Brazil
Lanuza,9.2322,126.0592,Philippines
Patiram,25.3167,88.75,India
Loningen,52.7167,7.7667,Germany
Champahati,22.4,88.5,India
Ihtiman,42.4374,23.8164,Bulgaria
Basantpur,26.1331,87.4656,India
Lappersdorf,49.0525,12.0903,Germany
Dinant,50.2667,4.9167,Belgium
Beverstedt,53.434,8.8183,Germany
Karnawad,22.7361,76.2439,India
An Thanh B,10.1958,106.3314,Vietnam
Palestina,5.0833,-75.6667,Colombia
Vazquez,21.1399,-76.7294,Cuba
Dragor,55.5833,12.6667,Denmark
Bunhe,48.2206,38.2739,Ukraine
Castelfranco di Sotto,43.7,10.75,Italy
Sirhali Kalan,31.2783,74.9414,India
Melissa,33.2891,-96.5573,United States
Vigodarzere,45.45,11.8833,Italy
Nikolayevsk,50.0333,45.45,Russia
Sivalarkulam,8.87,77.5267,India
Royal Wootton Bassett,51.533,-1.9,United Kingdom
Saint-Orens-de-Gameville,43.5514,1.5342,France
Caldeirao Grande,-11.02,-40.3028,Brazil
Echelon,39.8482,-74.9957,United States
Ettapur,11.6625,78.4764,India
Alto Parana,-23.1289,-52.3189,Brazil
Sao Pedro do Piaui,-5.9289,-42.7189,Brazil
Saint-Paul-les-Dax,43.7256,-1.0528,France
Quierschied,49.3167,7.05,Germany
Itapagipe,-19.9089,-49.3808,Brazil
Bad Laasphe,50.9303,8.4167,Germany
Salzano,45.5333,12.1167,Italy
Eloxochitlan,18.5088,-96.9227,Mexico
Llanes,43.4214,-4.7564,Spain
Garag,15.575,74.9297,India
Doume,8.0167,1.6333,Benin
Beyne-Heusay,50.6167,5.65,Belgium
Monte Alegre de Sergipe,-10.0269,-37.5619,Brazil
Velilla de San Antonio,40.3667,-3.4833,Spain
Ratnapuram,18.6283,79.5517,India
Shawangunk,41.6335,-74.2654,United States
Sao Felix da Marinha,41.034,-8.623,Portugal
Parjuar,26.4836,86.0047,India
Sternberk,49.7305,17.2989,Czechia
Lavaltrie,45.8833,-73.2833,Canada
Mutterstadt,49.4417,8.3561,Germany
Amboasary-Gara,-18.4333,48.2667,Madagascar
Callaway,30.1349,-85.5568,United States
Mantenopolis,-18.8628,-41.1228,Brazil
Alto Longa,-5.2508,-42.21,Brazil
Ihorombe,-23,47.5333,Madagascar
Spring Garden,39.9454,-76.7212,United States
Bridport,50.7336,-2.7584,United Kingdom
Okinoshima,36.2091,133.3218,Japan
Gran,60.4411,10.4956,Norway
Ixcatepec,21.2333,-98,Mexico
Pfullendorf,47.9242,9.2567,Germany
Glubczyce,50.2011,17.8247,Poland
Kankandighi,21.9744,88.4659,India
Cajabamba,-7.6237,-78.046,Peru
Chawalhati,26.4614,88.266,India
San Martino di Lupari,45.6557,11.8594,Italy
North Branford,41.3645,-72.7768,United States
Talne,48.8863,30.7027,Ukraine
Hosbach,50,9.2,Germany
Baraon,25.4551,84.2661,India
Sowerby Bridge,53.71,-1.91,United Kingdom
New Fairfield,41.488,-73.4883,United States
San Martin Zapotitlan,14.6,-91.6,Guatemala
Castilla La Nueva,3.8333,-73.6833,Colombia
Shiloh,38.5534,-89.9161,United States
Tilari,25.004,85.252,India
Cayce,33.9459,-81.0429,United States
Virgem da Lapa,-16.8039,-42.3428,Brazil
Mulakaluru,16.2776,80.0672,India
Beach Park,42.426,-87.8583,United States
Crevalcore,44.7167,11.15,Italy
Hathwan,25.6672,86.3999,India
Dakit,10.06,125.1606,Philippines
Takkolam,13.0164,79.7325,India
Mangalapur,13.6245,79.5803,India
Manivilundan,11.6004,78.7169,India
Trubchevsk,52.5667,33.7667,Russia
Torredonjimeno,37.7667,-3.95,Spain
Sunjiayan,27.8776,108.3073,China
Kirchheim bei Munchen,48.1766,11.7556,Germany
Haldipur,14.3333,74.4333,India
Canasgordas,6.7497,-76.0258,Colombia
Kyzyl-Adyr,42.62,71.59,Kyrgyzstan
Peabiru,-23.9128,-52.3428,Brazil
Rio de Contas,-13.5789,-41.8108,Brazil
Maheswa,25.9718,86.855,India
Cossimbazar,24.12,88.28,India
Znin,52.85,17.7,Poland
Karivalamvandanallur,9.2715,77.5416,India
Montefiascone,42.5333,12.0333,Italy
Nemocon,5.05,-73.8833,Colombia
Paranhos,-23.8928,-55.4308,Brazil
Zelzate,51.2,3.8167,Belgium
Masangshy,42.9289,75.3019,Kazakhstan
Chimalapadu,16.8902,80.6505,India
Kastoria,40.5167,21.2667,Greece
