Manufacturer,Model Number,Safety Certification,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side
"Phono Solar Technology Co.,Ltd.",PS465M5GF-24/TH,UL 61730,465,435.7,Mono-c-Si,2.16,72,2,Y,11.54,49.8,11.1,41.9,44.2,-0.35,0.046,-0.266,,
"Phono Solar Technology Co.,Ltd.",PS465M5GFH-24/TH,UL 61730,465,435.7,Mono-c-Si,2.16,72,2,Y,11.54,49.8,11.1,41.9,44.2,-0.35,0.046,-0.266,,
"Prism Solar Technologies, Inc.",BN60-295,UL 1703,295,274.1,Mono-c-Si,1.65,60,1,N,9.77,40.1,9.15,32.2,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN60-333BSTC,UL 1703,295,274.1,Mono-c-Si,1.65,60,1,N,9.77,40.1,9.15,32.2,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN60-300,UL 1703,300,278.9,Mono-c-Si,1.65,60,1,N,9.91,40.5,9.24,32.5,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN60-338BSTC,UL 1703,300,278.9,Mono-c-Si,1.65,60,1,N,9.91,40.5,9.24,32.5,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN60-305,UL 1703,305,283.6,Mono-c-Si,1.65,60,1,N,10.06,40.8,9.32,32.7,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN60-344BSTC,UL 1703,305,283.6,Mono-c-Si,1.65,60,1,N,10.06,40.8,9.32,32.7,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN60-310,UL 1703,310,288.4,Mono-c-Si,1.65,60,1,N,10.21,41.1,9.4,33,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN60-315,UL 1703,315,293.2,Mono-c-Si,1.65,60,1,N,10.37,41.5,9.48,33.2,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BHC60-320,UL 1703,320,298.2,Mono-c-Si,1.64,60,2,N,10.06,40.2,9.73,33,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",BN60-320,UL 1703,320,297.9,Mono-c-Si,1.65,60,1,N,10.52,41.8,9.56,33.5,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BHC60-325,UL 1703,325,302.9,Mono-c-Si,1.64,60,2,N,10.15,40.3,9.82,33.1,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",BHC60-330,UL 1703,330,307.7,Mono-c-Si,1.64,60,2,N,10.25,40.4,9.93,33.2,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",BHC60-335,UL 1703,335,312.5,Mono-c-Si,1.64,60,2,N,10.34,40.5,10.03,33.4,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",BHC60-340,UL 1703 ,340,317.3,Mono-c-Si,1.64,60,2,N,10.43,40.6,10.11,33.6,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",BN72-360,UL 1703,360,334.7,Mono-c-Si,1.97,72,1,N,9.99,47.6,9.32,38.6,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN72-429BSTC,UL 1703,360,334.7,Mono-c-Si,1.97,72,1,N,9.99,47.6,9.32,38.6,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN72-365,UL 1703,365,339.5,Mono-c-Si,1.97,72,1,N,10.08,47.7,9.43,38.7,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN72-435BSTC,UL 1703,365,339.5,Mono-c-Si,1.97,72,1,N,10.08,47.7,9.43,38.7,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",P72-365,UL 1703,365,336.2,Mono-c-Si,1.91,72,1,N,9.71,48.1,9.24,39.5,46.4,-0.375,0.045,-0.28,,
"Prism Solar Technologies, Inc.",BN72-370,UL 1703,370,344.2,Mono-c-Si,1.97,72,1,N,10.17,47.8,9.54,38.8,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",BN72-441BSTC,UL 1703,370,344.2,Mono-c-Si,1.97,72,1,N,10.17,47.8,9.54,38.8,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",P72-370,UL 1703,370,341,Mono-c-Si,1.91,72,1,N,9.77,48.1,9.32,39.7,46.4,-0.375,0.045,-0.28,,
"Prism Solar Technologies, Inc.",BN72-375,UL 1703,375,349,Mono-c-Si,1.97,72,1,N,10.26,47.9,9.65,38.9,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",P72-375,UL 1703,375,345.7,Mono-c-Si,1.91,72,1,N,9.83,48.2,9.43,39.8,46.4,-0.375,0.045,-0.28,,
"Prism Solar Technologies, Inc.",P72X-375,UL 1703,375,346.5,Mono-c-Si,1.96,72,1,N,9.94,48,9.36,40.1,46,-0.37,0.043,-0.274,,
"Prism Solar Technologies, Inc.",BN72-380,UL 1703,380,353.8,Mono-c-Si,1.97,72,1,N,10.35,47.9,9.76,38.9,43.8,-0.376,0.044,-0.277,,
"Prism Solar Technologies, Inc.",P72-380,UL 1703 ,380,350.5,Mono-c-Si,1.91,72,1,N,9.9,48.2,9.55,39.8,46.4,-0.375,0.045,-0.28,,
"Prism Solar Technologies, Inc.",P72X-380,UL 1703,380,351.2,Mono-c-Si,1.96,72,1,N,9.97,48.3,9.39,40.5,46,-0.37,0.043,-0.274,,
"Prism Solar Technologies, Inc.",P72X-385,UL 1703,385,356,Mono-c-Si,1.96,72,1,N,9.99,48.5,9.43,40.8,46,-0.37,0.043,-0.274,,
"Prism Solar Technologies, Inc.",BHC72-390,UL 1703,390,363.6,Mono-c-Si,1.95,72,2,N,10.14,48.2,9.84,39.7,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",P72X-390,UL 1703,390,360.7,Mono-c-Si,1.96,72,1,N,10.02,49,9.5,41.1,46,-0.37,0.043,-0.274,,
"Prism Solar Technologies, Inc.",BHC72-395,UL 1703,395,368.4,Mono-c-Si,1.95,72,2,N,10.23,48.3,9.92,39.8,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",P72X-395,UL 1703,395,365.5,Mono-c-Si,1.96,72,1,N,10.05,49.3,9.53,41.4,46,-0.37,0.043,-0.274,,
"Prism Solar Technologies, Inc.",BHC72-400,UL 1703,400,373.2,Mono-c-Si,1.95,72,2,N,10.32,48.4,10,40,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",P72X-400,UL 1703 ,400,370.2,Mono-c-Si,1.96,72,1,N,10.07,49.5,9.61,41.6,46,-0.37,0.043,-0.274,,
"Prism Solar Technologies, Inc.",BHC72-405,UL 1703,405,378,Mono-c-Si,1.95,72,2,N,10.42,48.5,10.08,40.2,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",BHC72-410,UL 1703,410,382.8,Mono-c-Si,1.95,72,2,N,10.51,48.6,10.16,40.4,44.5,-0.36,0.038,-0.277,,
"Prism Solar Technologies, Inc.",BHC72-415,UL 1703,415,387.6,Mono-c-Si,1.95,72,2,N,10.61,48.6,10.25,40.5,44.5,-0.36,0.038,-0.277,,
PT IDN SOLAR TECH,NUSA120H-310M,UL 61730,310,288.9,Mono-c-Si,1.69,60,2,N,9.87,39.8,9.37,33.1,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-310MB,UL 61730,310,288.9,Mono-c-Si,1.69,60,2,N,9.87,39.8,9.37,33.1,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-315M,UL 61730,315,293.6,Mono-c-Si,1.69,60,2,N,9.95,40.1,9.44,33.4,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-315MB,UL 61730,315,293.6,Mono-c-Si,1.69,60,2,N,9.95,40.1,9.44,33.4,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-320M,UL 61730,320,298.4,Mono-c-Si,1.69,60,2,N,10.01,40.4,9.52,33.6,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-320MB,UL 61730,320,298.4,Mono-c-Si,1.69,60,2,N,10.01,40.4,9.52,33.6,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-325M,UL 61730,325,303.2,Mono-c-Si,1.69,60,2,N,10.08,40.7,9.59,33.9,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-325MB,UL 61730,325,303.2,Mono-c-Si,1.69,60,2,N,10.08,40.7,9.59,33.9,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-330M,UL 61730,330,308,Mono-c-Si,1.69,60,2,N,10.16,41,9.66,34.2,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-330MB,UL 61730,330,308,Mono-c-Si,1.69,60,2,N,10.16,41,9.66,34.2,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-335M,UL 61730,335,312.8,Mono-c-Si,1.69,60,2,N,10.35,41.2,9.75,34.4,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-335MB,UL 61730,335,312.8,Mono-c-Si,1.69,60,2,N,10.35,41.2,9.75,34.4,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-340M,UL 61730,340,317.6,Mono-c-Si,1.69,60,2,N,10.44,41.4,9.82,34.6,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-340MB,UL 61730,340,317.6,Mono-c-Si,1.69,60,2,N,10.44,41.4,9.82,34.6,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-350M,UL 61730,350,326.6,Mono-c-Si,1.82,60,2,N,11.01,41.1,10.42,33.6,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA120H-355M,UL 61730,355,331.4,Mono-c-Si,1.82,60,2,N,11.08,41.3,10.51,33.8,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA120H-355MB,UL 61730,355,331.4,Mono-c-Si,1.82,60,2,N,11.08,41.3,10.51,33.8,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA120H-360M,UL 61730,360,336.2,Mono-c-Si,1.82,60,2,N,11.15,41.5,10.59,34,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA120H-360MB,UL 61730,360,336.2,Mono-c-Si,1.82,60,2,N,11.15,41.5,10.59,34,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA120H-365M,UL 61730,365,341,Mono-c-Si,1.82,60,2,N,11.22,41.7,10.68,34.2,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA120H-365MB,UL 61730,365,341,Mono-c-Si,1.82,60,2,N,11.22,41.7,10.68,34.2,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA120H-370M,UL 61730,370,345.8,Mono-c-Si,1.82,60,2,N,11.29,41.9,10.76,34.4,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-370M,UL 61730,370,344.8,Mono-c-Si,2.01,72,2,N,9.91,48.1,9.31,39.7,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-370MB,UL 61730,370,344.8,Mono-c-Si,2.01,72,2,N,9.91,48.1,9.31,39.7,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA120H-375M,UL 61730,375,350.6,Mono-c-Si,1.82,60,2,N,11.36,42.1,10.84,34.6,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-375M,UL 61730,375,349.6,Mono-c-Si,2.01,72,2,N,9.95,48.3,9.37,40,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-375MB,UL 61730,375,349.6,Mono-c-Si,2.01,72,2,N,9.95,48.3,9.37,40,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-380M,UL 61730,380,354.4,Mono-c-Si,2.01,72,2,N,10,48.5,9.42,40.3,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-380MB,UL 61730,380,354.4,Mono-c-Si,2.01,72,2,N,10,48.5,9.42,40.3,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-385M,UL 61730,385,359.1,Mono-c-Si,2.01,72,2,N,10.06,48.7,9.49,40.6,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-385MB,UL 61730,385,359.1,Mono-c-Si,2.01,72,2,N,10.06,48.7,9.49,40.6,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-390M,UL 61730,390,363.9,Mono-c-Si,2.01,72,2,N,10.12,49,9.55,40.8,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-390MB,UL 61730,390,363.9,Mono-c-Si,2.01,72,2,N,10.12,49,9.55,40.8,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-395M,UL 61730,395,368.7,Mono-c-Si,2.01,72,2,N,10.19,49.2,9.62,41.1,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-395MB,UL 61730,395,368.7,Mono-c-Si,2.01,72,2,N,10.19,49.2,9.62,41.1,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-400M,UL 61730,400,373.5,Mono-c-Si,2.01,72,2,N,10.26,49.5,9.69,41.3,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-400MB,UL 61730,400,373.5,Mono-c-Si,2.01,72,2,N,10.26,49.5,9.69,41.3,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-405M,UL 61730,405,378.3,Mono-c-Si,2.01,72,2,N,10.32,49.8,9.75,41.5,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-405MB,UL 61730,405,378.3,Mono-c-Si,2.01,72,2,N,10.32,49.8,9.75,41.5,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-410M,UL 61730,410,383.1,Mono-c-Si,2.01,72,2,N,10.38,50.1,9.82,41.8,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-410MB,UL 61730,410,383.1,Mono-c-Si,2.01,72,2,N,10.38,50.1,9.82,41.8,43.1,-0.379,0.045,-0.319,,
PT IDN SOLAR TECH,NUSA144H-425M,UL 61730,425,396.7,Mono-c-Si,2.18,72,2,N,11.03,49.3,10.48,40.6,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-430M,UL 61730,430,401.5,Mono-c-Si,2.18,72,2,N,11.09,49.5,10.55,40.8,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-430MB,UL 61730,430,401.5,Mono-c-Si,2.18,72,2,N,11.09,49.5,10.55,40.8,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-435M,UL 61730,435,406.3,Mono-c-Si,2.18,72,2,N,11.16,49.7,10.61,41,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-435MB,UL 61730,435,406.3,Mono-c-Si,2.18,72,2,N,11.16,49.7,10.61,41,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-440M,UL 61730,440,411.1,Mono-c-Si,2.18,72,2,N,11.23,49.9,10.68,41.2,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-440MB,UL 61730,440,411.1,Mono-c-Si,2.18,72,2,N,11.23,49.9,10.68,41.2,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-445M,UL 61730,445,415.9,Mono-c-Si,2.18,72,2,N,11.29,50.1,10.75,41.4,43.2,-0.375,0.067,-0.282,,
PT IDN SOLAR TECH,NUSA144H-450M,UL 61730,450,420.7,Mono-c-Si,2.18,72,2,N,11.36,50.3,10.82,41.6,43.2,-0.375,0.067,-0.282,,
Rare Manufacturing,IW-40-B12345YZZ,UL 1703,40,25.7,Mono-c-Si,0.341,16,1,Y,5.54,9.26,5,8,61.3,-0.898343,0.18808,-0.599112,0.305,1.118
REC Solar,REC205PE Q2,UL 1703,205,181.5,Multi-c-Si,1.65,60,1,N,8.1,35.5,7.45,27.55,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC205PE Q3,UL 1703,205,181.5,Multi-c-Si,1.65,60,1,N,8.1,35.5,7.45,27.55,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC210PE Q2,UL 1703,210,186.1,Multi-c-Si,1.65,60,1,N,8.2,35.9,7.55,27.85,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC210PE Q3,UL 1703,210,186.1,Multi-c-Si,1.65,60,1,N,8.2,35.9,7.55,27.85,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC215AE-US,UL 1703,215,187.2,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.27,49,-0.4975,0.127,-0.363,0.991,1.665
REC Solar,REC215PE,UL 1703,215,190.6,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.3,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC215PE-US,UL 1703,215,190.6,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.3,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC215PE-US (BLK),UL 1703,215,190.6,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.3,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC220AE-US,UL 1703,220,191.7,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,49,-0.4975,0.127,-0.363,0.991,1.665
REC Solar,REC220AE-US (BLK),UL 1703,220,191.7,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,49,-0.4975,0.127,-0.363,0.991,1.665
REC Solar,REC220PE,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC220PE (BLK),UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC220PE2,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC220PE2 BLK,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC220PE2 BLK Q2,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC220PE2 BLK Q3,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC220PE2 Q2,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC220PE2 Q3,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC220PE-US,UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC220PE-US (BLK),UL 1703,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC225AE-US,UL 1703,225,196.2,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,49,-0.4975,0.127,-0.363,0.991,1.665
REC Solar,REC225AE-US (BLK),UL 1703,225,196.2,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,49,-0.4975,0.127,-0.363,0.991,1.665
REC Solar,REC225PE,UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC225PE (BLK),UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC225PE2,UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC225PE2 BLK,UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC225PE2 BLK Q2,UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC225PE2 BLK Q3,UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC225PE2 Q2,UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67
REC Solar,REC225PE-US,UL 1703,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC230AE-US,UL 1703,230,200.7,Multi-c-Si,1.65,60,1,N,8.3,37.1,7.8,29.4,49,-0.4975,0.127,-0.363,0.991,1.665
REC Solar,REC230PE,UL 1703,230,204.3,Multi-c-Si,1.65,60,1,N,8.3,37.1,7.8,29.4,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC230PE-US,UL 1703,230,204.3,Multi-c-Si,1.65,60,1,N,8.3,37.1,7.8,29.4,47.9,-0.457,0.011,-0.318,0.991,1.665
REC Solar,REC235PE,UL 1703,235,213.4,Multi-c-Si,1.587,60,1,N,8.51,36.7,7.96,29.6,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC235PE ECO,UL 1703,235,210.8,Multi-c-Si,1.587,60,1,N,8.66,36.6,8.06,29.5,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC235PE Q2,UL 1703,235,213.4,Multi-c-Si,1.587,60,1,N,8.51,36.7,7.96,29.6,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC235PE Q2 ECO,UL 1703,235,210.8,Multi-c-Si,1.587,60,1,N,8.66,36.6,8.06,29.5,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC235PE Q3,UL 1703,235,213.4,Multi-c-Si,1.587,60,1,N,8.51,36.7,7.96,29.6,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC235PE Q3 ECO,UL 1703,235,210.8,Multi-c-Si,1.587,60,1,N,8.66,36.6,8.06,29.5,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC235PE(BLK) ECO,UL 1703,235,210.8,Multi-c-Si,1.587,60,1,N,8.66,36.6,8.06,29.5,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC235PE-US,UL 1703,235,213.4,Multi-c-Si,1.587,60,1,N,8.51,36.7,7.96,29.6,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC235PE-US ECO,UL 1703,235,210.8,Multi-c-Si,1.587,60,1,N,8.66,36.6,8.06,29.5,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC235PE-US(BLK) ECO,UL 1703,235,210.8,Multi-c-Si,1.587,60,1,N,8.66,36.6,8.06,29.5,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC240PE,UL 1703,240,218,Multi-c-Si,1.587,60,1,N,8.6,37,8.04,29.9,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC240PE ECO,UL 1703,240,215.4,Multi-c-Si,1.587,60,1,N,8.75,36.8,8.17,29.7,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC240PE Q2,UL 1703,240,218,Multi-c-Si,1.587,60,1,N,8.6,37,8.04,29.9,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC240PE Q2 ECO,UL 1703,240,215.4,Multi-c-Si,1.587,60,1,N,8.75,36.8,8.17,29.7,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC240PE Q3,UL 1703,240,218,Multi-c-Si,1.587,60,1,N,8.6,37,8.04,29.9,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC240PE Q3 ECO,UL 1703,240,215.4,Multi-c-Si,1.587,60,1,N,8.75,36.8,8.17,29.7,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC240PE(BLK) ECO,UL 1703,240,215.4,Multi-c-Si,1.587,60,1,N,8.75,36.8,8.17,29.7,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC240PE-US,UL 1703,240,218,Multi-c-Si,1.587,60,1,N,8.6,37,8.04,29.9,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC240PE-US ECO,UL 1703,240,215.4,Multi-c-Si,1.587,60,1,N,8.75,36.8,8.17,29.7,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC240PE-US(BLK) ECO,UL 1703,240,215.4,Multi-c-Si,1.587,60,1,N,8.75,36.8,8.17,29.7,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC245PE,UL 1703,245,222.7,Multi-c-Si,1.587,60,1,N,8.68,37.2,8.12,30.2,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC245PE ECO,UL 1703,245,220,Multi-c-Si,1.587,60,1,N,8.8,37.1,8.23,30.1,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC245PE Q2,UL 1703,245,222.7,Multi-c-Si,1.587,60,1,N,8.68,37.2,8.12,30.2,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC245PE Q2 ECO,UL 1703,245,220,Multi-c-Si,1.587,60,1,N,8.8,37.1,8.23,30.1,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC245PE Q3,UL 1703,245,222.7,Multi-c-Si,1.587,60,1,N,8.68,37.2,8.12,30.2,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC245PE Q3 ECO,UL 1703,245,220,Multi-c-Si,1.587,60,1,N,8.8,37.1,8.23,30.1,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC245PE(BLK) ECO,UL 1703,245,220,Multi-c-Si,1.587,60,1,N,8.8,37.1,8.23,30.1,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC245PE-US,UL 1703,245,222.7,Multi-c-Si,1.587,60,1,N,8.68,37.2,8.12,30.2,45.5,-0.425,0.0249,-0.297,0.967,1.641
REC Solar,REC245PE-US ECO,UL 1703,245,220,Multi-c-Si,1.587,60,1,N,8.8,37.1,8.23,30.1,46,-0.465,0.047,-0.344,0.967,1.641
REC Solar,REC245PE-US(BLK) ECO,UL 1703,245,220,Multi-c-Si,1.587,60,1,N,8.8,37.1,8.23,30.1,46,-0.465,0.047,-0.344,0.967,1.641
